feature,target,cloud_ratio
D:\ITMO\senne\competition\data\train_features\qhyd,D:\ITMO\senne\competition\data\train_labels\qhyd.tif,1.0
D:\ITMO\senne\competition\data\train_features\wvpg,D:\ITMO\senne\competition\data\train_labels\wvpg.tif,0.947
D:\ITMO\senne\competition\data\train_features\dolf,D:\ITMO\senne\competition\data\train_labels\dolf.tif,0.0
D:\ITMO\senne\competition\data\train_features\pjme,D:\ITMO\senne\competition\data\train_labels\pjme.tif,1.0
D:\ITMO\senne\competition\data\train_features\cqaf,D:\ITMO\senne\competition\data\train_labels\cqaf.tif,1.0
D:\ITMO\senne\competition\data\train_features\rwwb,D:\ITMO\senne\competition\data\train_labels\rwwb.tif,1.0
D:\ITMO\senne\competition\data\train_features\ymxv,D:\ITMO\senne\competition\data\train_labels\ymxv.tif,0.809
D:\ITMO\senne\competition\data\train_features\ckli,D:\ITMO\senne\competition\data\train_labels\ckli.tif,0.171
D:\ITMO\senne\competition\data\train_features\fmrz,D:\ITMO\senne\competition\data\train_labels\fmrz.tif,0.0
D:\ITMO\senne\competition\data\train_features\qqdd,D:\ITMO\senne\competition\data\train_labels\qqdd.tif,0.888
D:\ITMO\senne\competition\data\train_features\njcm,D:\ITMO\senne\competition\data\train_labels\njcm.tif,1.0
D:\ITMO\senne\competition\data\train_features\ivxw,D:\ITMO\senne\competition\data\train_labels\ivxw.tif,0.228
D:\ITMO\senne\competition\data\train_features\iwvs,D:\ITMO\senne\competition\data\train_labels\iwvs.tif,0.011
D:\ITMO\senne\competition\data\train_features\dily,D:\ITMO\senne\competition\data\train_labels\dily.tif,0.765
D:\ITMO\senne\competition\data\train_features\dcgn,D:\ITMO\senne\competition\data\train_labels\dcgn.tif,1.0
D:\ITMO\senne\competition\data\train_features\zboj,D:\ITMO\senne\competition\data\train_labels\zboj.tif,0.397
D:\ITMO\senne\competition\data\train_features\yykc,D:\ITMO\senne\competition\data\train_labels\yykc.tif,0.0
D:\ITMO\senne\competition\data\train_features\gfyg,D:\ITMO\senne\competition\data\train_labels\gfyg.tif,0.225
D:\ITMO\senne\competition\data\train_features\yswo,D:\ITMO\senne\competition\data\train_labels\yswo.tif,0.219
D:\ITMO\senne\competition\data\train_features\ylqp,D:\ITMO\senne\competition\data\train_labels\ylqp.tif,0.99
D:\ITMO\senne\competition\data\train_features\lybo,D:\ITMO\senne\competition\data\train_labels\lybo.tif,1.0
D:\ITMO\senne\competition\data\train_features\lccc,D:\ITMO\senne\competition\data\train_labels\lccc.tif,1.0
D:\ITMO\senne\competition\data\train_features\elvz,D:\ITMO\senne\competition\data\train_labels\elvz.tif,0.0
D:\ITMO\senne\competition\data\train_features\msku,D:\ITMO\senne\competition\data\train_labels\msku.tif,0.697
D:\ITMO\senne\competition\data\train_features\mqwn,D:\ITMO\senne\competition\data\train_labels\mqwn.tif,0.1
D:\ITMO\senne\competition\data\train_features\apiw,D:\ITMO\senne\competition\data\train_labels\apiw.tif,0.0
D:\ITMO\senne\competition\data\train_features\qxrw,D:\ITMO\senne\competition\data\train_labels\qxrw.tif,1.0
D:\ITMO\senne\competition\data\train_features\auns,D:\ITMO\senne\competition\data\train_labels\auns.tif,0.161
D:\ITMO\senne\competition\data\train_features\xuru,D:\ITMO\senne\competition\data\train_labels\xuru.tif,0.48
D:\ITMO\senne\competition\data\train_features\aguh,D:\ITMO\senne\competition\data\train_labels\aguh.tif,0.395
D:\ITMO\senne\competition\data\train_features\dbdr,D:\ITMO\senne\competition\data\train_labels\dbdr.tif,0.535
D:\ITMO\senne\competition\data\train_features\qywm,D:\ITMO\senne\competition\data\train_labels\qywm.tif,1.0
D:\ITMO\senne\competition\data\train_features\kubi,D:\ITMO\senne\competition\data\train_labels\kubi.tif,1.0
D:\ITMO\senne\competition\data\train_features\jvrz,D:\ITMO\senne\competition\data\train_labels\jvrz.tif,0.852
D:\ITMO\senne\competition\data\train_features\wxfr,D:\ITMO\senne\competition\data\train_labels\wxfr.tif,0.719
D:\ITMO\senne\competition\data\train_features\ekuo,D:\ITMO\senne\competition\data\train_labels\ekuo.tif,0.015
D:\ITMO\senne\competition\data\train_features\wbkz,D:\ITMO\senne\competition\data\train_labels\wbkz.tif,0.98
D:\ITMO\senne\competition\data\train_features\dksv,D:\ITMO\senne\competition\data\train_labels\dksv.tif,1.0
D:\ITMO\senne\competition\data\train_features\lxob,D:\ITMO\senne\competition\data\train_labels\lxob.tif,1.0
D:\ITMO\senne\competition\data\train_features\rqjs,D:\ITMO\senne\competition\data\train_labels\rqjs.tif,1.0
D:\ITMO\senne\competition\data\train_features\nauw,D:\ITMO\senne\competition\data\train_labels\nauw.tif,0.099
D:\ITMO\senne\competition\data\train_features\thap,D:\ITMO\senne\competition\data\train_labels\thap.tif,1.0
D:\ITMO\senne\competition\data\train_features\xruk,D:\ITMO\senne\competition\data\train_labels\xruk.tif,1.0
D:\ITMO\senne\competition\data\train_features\auia,D:\ITMO\senne\competition\data\train_labels\auia.tif,0.787
D:\ITMO\senne\competition\data\train_features\cjdj,D:\ITMO\senne\competition\data\train_labels\cjdj.tif,0.0
D:\ITMO\senne\competition\data\train_features\smjf,D:\ITMO\senne\competition\data\train_labels\smjf.tif,0.993
D:\ITMO\senne\competition\data\train_features\ghwm,D:\ITMO\senne\competition\data\train_labels\ghwm.tif,0.732
D:\ITMO\senne\competition\data\train_features\ajph,D:\ITMO\senne\competition\data\train_labels\ajph.tif,0.167
D:\ITMO\senne\competition\data\train_features\vgmq,D:\ITMO\senne\competition\data\train_labels\vgmq.tif,0.706
D:\ITMO\senne\competition\data\train_features\cnki,D:\ITMO\senne\competition\data\train_labels\cnki.tif,1.0
D:\ITMO\senne\competition\data\train_features\vqkl,D:\ITMO\senne\competition\data\train_labels\vqkl.tif,1.0
D:\ITMO\senne\competition\data\train_features\ckul,D:\ITMO\senne\competition\data\train_labels\ckul.tif,0.007
D:\ITMO\senne\competition\data\train_features\ddtf,D:\ITMO\senne\competition\data\train_labels\ddtf.tif,1.0
D:\ITMO\senne\competition\data\train_features\qpuf,D:\ITMO\senne\competition\data\train_labels\qpuf.tif,0.065
D:\ITMO\senne\competition\data\train_features\iahd,D:\ITMO\senne\competition\data\train_labels\iahd.tif,0.0
D:\ITMO\senne\competition\data\train_features\yfoi,D:\ITMO\senne\competition\data\train_labels\yfoi.tif,0.997
D:\ITMO\senne\competition\data\train_features\clre,D:\ITMO\senne\competition\data\train_labels\clre.tif,0.004
D:\ITMO\senne\competition\data\train_features\xdag,D:\ITMO\senne\competition\data\train_labels\xdag.tif,0.021
D:\ITMO\senne\competition\data\train_features\jaie,D:\ITMO\senne\competition\data\train_labels\jaie.tif,1.0
D:\ITMO\senne\competition\data\train_features\pllv,D:\ITMO\senne\competition\data\train_labels\pllv.tif,1.0
D:\ITMO\senne\competition\data\train_features\uqvg,D:\ITMO\senne\competition\data\train_labels\uqvg.tif,0.0
D:\ITMO\senne\competition\data\train_features\ydul,D:\ITMO\senne\competition\data\train_labels\ydul.tif,0.975
D:\ITMO\senne\competition\data\train_features\zdfe,D:\ITMO\senne\competition\data\train_labels\zdfe.tif,1.0
D:\ITMO\senne\competition\data\train_features\djnl,D:\ITMO\senne\competition\data\train_labels\djnl.tif,1.0
D:\ITMO\senne\competition\data\train_features\wucd,D:\ITMO\senne\competition\data\train_labels\wucd.tif,0.031
D:\ITMO\senne\competition\data\train_features\qkkt,D:\ITMO\senne\competition\data\train_labels\qkkt.tif,1.0
D:\ITMO\senne\competition\data\train_features\tihb,D:\ITMO\senne\competition\data\train_labels\tihb.tif,1.0
D:\ITMO\senne\competition\data\train_features\ilde,D:\ITMO\senne\competition\data\train_labels\ilde.tif,0.995
D:\ITMO\senne\competition\data\train_features\ymvd,D:\ITMO\senne\competition\data\train_labels\ymvd.tif,0.998
D:\ITMO\senne\competition\data\train_features\ymzg,D:\ITMO\senne\competition\data\train_labels\ymzg.tif,1.0
D:\ITMO\senne\competition\data\train_features\dczb,D:\ITMO\senne\competition\data\train_labels\dczb.tif,0.006
D:\ITMO\senne\competition\data\train_features\hxcf,D:\ITMO\senne\competition\data\train_labels\hxcf.tif,1.0
D:\ITMO\senne\competition\data\train_features\ydnr,D:\ITMO\senne\competition\data\train_labels\ydnr.tif,1.0
D:\ITMO\senne\competition\data\train_features\hwst,D:\ITMO\senne\competition\data\train_labels\hwst.tif,0.0
D:\ITMO\senne\competition\data\train_features\xkwr,D:\ITMO\senne\competition\data\train_labels\xkwr.tif,0.98
D:\ITMO\senne\competition\data\train_features\gjix,D:\ITMO\senne\competition\data\train_labels\gjix.tif,0.992
D:\ITMO\senne\competition\data\train_features\nfdn,D:\ITMO\senne\competition\data\train_labels\nfdn.tif,0.533
D:\ITMO\senne\competition\data\train_features\ngjo,D:\ITMO\senne\competition\data\train_labels\ngjo.tif,0.785
D:\ITMO\senne\competition\data\train_features\luwk,D:\ITMO\senne\competition\data\train_labels\luwk.tif,0.898
D:\ITMO\senne\competition\data\train_features\anhv,D:\ITMO\senne\competition\data\train_labels\anhv.tif,0.788
D:\ITMO\senne\competition\data\train_features\lupw,D:\ITMO\senne\competition\data\train_labels\lupw.tif,0.999
D:\ITMO\senne\competition\data\train_features\xqvp,D:\ITMO\senne\competition\data\train_labels\xqvp.tif,0.132
D:\ITMO\senne\competition\data\train_features\szhf,D:\ITMO\senne\competition\data\train_labels\szhf.tif,0.737
D:\ITMO\senne\competition\data\train_features\ahyt,D:\ITMO\senne\competition\data\train_labels\ahyt.tif,0.984
D:\ITMO\senne\competition\data\train_features\mqvt,D:\ITMO\senne\competition\data\train_labels\mqvt.tif,0.38
D:\ITMO\senne\competition\data\train_features\dgul,D:\ITMO\senne\competition\data\train_labels\dgul.tif,1.0
D:\ITMO\senne\competition\data\train_features\vxrn,D:\ITMO\senne\competition\data\train_labels\vxrn.tif,0.012
D:\ITMO\senne\competition\data\train_features\spjt,D:\ITMO\senne\competition\data\train_labels\spjt.tif,1.0
D:\ITMO\senne\competition\data\train_features\ewzv,D:\ITMO\senne\competition\data\train_labels\ewzv.tif,1.0
D:\ITMO\senne\competition\data\train_features\eyrr,D:\ITMO\senne\competition\data\train_labels\eyrr.tif,0.425
D:\ITMO\senne\competition\data\train_features\wyoy,D:\ITMO\senne\competition\data\train_labels\wyoy.tif,0.666
D:\ITMO\senne\competition\data\train_features\ivvj,D:\ITMO\senne\competition\data\train_labels\ivvj.tif,0.038
D:\ITMO\senne\competition\data\train_features\nhqj,D:\ITMO\senne\competition\data\train_labels\nhqj.tif,0.161
D:\ITMO\senne\competition\data\train_features\vqxi,D:\ITMO\senne\competition\data\train_labels\vqxi.tif,0.17
D:\ITMO\senne\competition\data\train_features\sadq,D:\ITMO\senne\competition\data\train_labels\sadq.tif,0.48
D:\ITMO\senne\competition\data\train_features\sweg,D:\ITMO\senne\competition\data\train_labels\sweg.tif,0.761
D:\ITMO\senne\competition\data\train_features\iwhk,D:\ITMO\senne\competition\data\train_labels\iwhk.tif,0.074
D:\ITMO\senne\competition\data\train_features\ezoy,D:\ITMO\senne\competition\data\train_labels\ezoy.tif,0.044
D:\ITMO\senne\competition\data\train_features\waik,D:\ITMO\senne\competition\data\train_labels\waik.tif,0.999
D:\ITMO\senne\competition\data\train_features\srrx,D:\ITMO\senne\competition\data\train_labels\srrx.tif,0.738
D:\ITMO\senne\competition\data\train_features\ibqa,D:\ITMO\senne\competition\data\train_labels\ibqa.tif,0.997
D:\ITMO\senne\competition\data\train_features\tkic,D:\ITMO\senne\competition\data\train_labels\tkic.tif,0.231
D:\ITMO\senne\competition\data\train_features\dbph,D:\ITMO\senne\competition\data\train_labels\dbph.tif,0.138
D:\ITMO\senne\competition\data\train_features\kgpz,D:\ITMO\senne\competition\data\train_labels\kgpz.tif,0.805
D:\ITMO\senne\competition\data\train_features\njfq,D:\ITMO\senne\competition\data\train_labels\njfq.tif,1.0
D:\ITMO\senne\competition\data\train_features\mqbs,D:\ITMO\senne\competition\data\train_labels\mqbs.tif,0.65
D:\ITMO\senne\competition\data\train_features\wegu,D:\ITMO\senne\competition\data\train_labels\wegu.tif,0.783
D:\ITMO\senne\competition\data\train_features\rrgz,D:\ITMO\senne\competition\data\train_labels\rrgz.tif,1.0
D:\ITMO\senne\competition\data\train_features\etog,D:\ITMO\senne\competition\data\train_labels\etog.tif,0.999
D:\ITMO\senne\competition\data\train_features\aqpb,D:\ITMO\senne\competition\data\train_labels\aqpb.tif,0.724
D:\ITMO\senne\competition\data\train_features\mdnz,D:\ITMO\senne\competition\data\train_labels\mdnz.tif,0.974
D:\ITMO\senne\competition\data\train_features\hvjh,D:\ITMO\senne\competition\data\train_labels\hvjh.tif,0.407
D:\ITMO\senne\competition\data\train_features\spxl,D:\ITMO\senne\competition\data\train_labels\spxl.tif,0.445
D:\ITMO\senne\competition\data\train_features\mxme,D:\ITMO\senne\competition\data\train_labels\mxme.tif,0.081
D:\ITMO\senne\competition\data\train_features\rtik,D:\ITMO\senne\competition\data\train_labels\rtik.tif,1.0
D:\ITMO\senne\competition\data\train_features\vjdu,D:\ITMO\senne\competition\data\train_labels\vjdu.tif,1.0
D:\ITMO\senne\competition\data\train_features\slth,D:\ITMO\senne\competition\data\train_labels\slth.tif,0.979
D:\ITMO\senne\competition\data\train_features\fout,D:\ITMO\senne\competition\data\train_labels\fout.tif,0.0
D:\ITMO\senne\competition\data\train_features\gtql,D:\ITMO\senne\competition\data\train_labels\gtql.tif,0.999
D:\ITMO\senne\competition\data\train_features\wzvh,D:\ITMO\senne\competition\data\train_labels\wzvh.tif,0.97
D:\ITMO\senne\competition\data\train_features\yeea,D:\ITMO\senne\competition\data\train_labels\yeea.tif,1.0
D:\ITMO\senne\competition\data\train_features\agpw,D:\ITMO\senne\competition\data\train_labels\agpw.tif,0.014
D:\ITMO\senne\competition\data\train_features\huds,D:\ITMO\senne\competition\data\train_labels\huds.tif,1.0
D:\ITMO\senne\competition\data\train_features\nawh,D:\ITMO\senne\competition\data\train_labels\nawh.tif,0.184
D:\ITMO\senne\competition\data\train_features\dcik,D:\ITMO\senne\competition\data\train_labels\dcik.tif,0.858
D:\ITMO\senne\competition\data\train_features\yxhi,D:\ITMO\senne\competition\data\train_labels\yxhi.tif,1.0
D:\ITMO\senne\competition\data\train_features\rtxq,D:\ITMO\senne\competition\data\train_labels\rtxq.tif,0.997
D:\ITMO\senne\competition\data\train_features\cmqj,D:\ITMO\senne\competition\data\train_labels\cmqj.tif,1.0
D:\ITMO\senne\competition\data\train_features\vrza,D:\ITMO\senne\competition\data\train_labels\vrza.tif,0.606
D:\ITMO\senne\competition\data\train_features\dews,D:\ITMO\senne\competition\data\train_labels\dews.tif,0.072
D:\ITMO\senne\competition\data\train_features\pjqa,D:\ITMO\senne\competition\data\train_labels\pjqa.tif,0.079
D:\ITMO\senne\competition\data\train_features\rwwd,D:\ITMO\senne\competition\data\train_labels\rwwd.tif,1.0
D:\ITMO\senne\competition\data\train_features\qiji,D:\ITMO\senne\competition\data\train_labels\qiji.tif,1.0
D:\ITMO\senne\competition\data\train_features\faac,D:\ITMO\senne\competition\data\train_labels\faac.tif,0.686
D:\ITMO\senne\competition\data\train_features\kxvi,D:\ITMO\senne\competition\data\train_labels\kxvi.tif,0.673
D:\ITMO\senne\competition\data\train_features\hxxp,D:\ITMO\senne\competition\data\train_labels\hxxp.tif,0.0
D:\ITMO\senne\competition\data\train_features\clfo,D:\ITMO\senne\competition\data\train_labels\clfo.tif,0.732
D:\ITMO\senne\competition\data\train_features\qkeq,D:\ITMO\senne\competition\data\train_labels\qkeq.tif,1.0
D:\ITMO\senne\competition\data\train_features\rapt,D:\ITMO\senne\competition\data\train_labels\rapt.tif,1.0
D:\ITMO\senne\competition\data\train_features\laor,D:\ITMO\senne\competition\data\train_labels\laor.tif,1.0
D:\ITMO\senne\competition\data\train_features\rsxc,D:\ITMO\senne\competition\data\train_labels\rsxc.tif,0.287
D:\ITMO\senne\competition\data\train_features\myid,D:\ITMO\senne\competition\data\train_labels\myid.tif,0.053
D:\ITMO\senne\competition\data\train_features\titq,D:\ITMO\senne\competition\data\train_labels\titq.tif,1.0
D:\ITMO\senne\competition\data\train_features\hwhw,D:\ITMO\senne\competition\data\train_labels\hwhw.tif,0.426
D:\ITMO\senne\competition\data\train_features\nclv,D:\ITMO\senne\competition\data\train_labels\nclv.tif,1.0
D:\ITMO\senne\competition\data\train_features\ksrg,D:\ITMO\senne\competition\data\train_labels\ksrg.tif,1.0
D:\ITMO\senne\competition\data\train_features\bhrp,D:\ITMO\senne\competition\data\train_labels\bhrp.tif,1.0
D:\ITMO\senne\competition\data\train_features\qyac,D:\ITMO\senne\competition\data\train_labels\qyac.tif,0.205
D:\ITMO\senne\competition\data\train_features\odft,D:\ITMO\senne\competition\data\train_labels\odft.tif,0.395
D:\ITMO\senne\competition\data\train_features\dniy,D:\ITMO\senne\competition\data\train_labels\dniy.tif,0.0
D:\ITMO\senne\competition\data\train_features\wxtm,D:\ITMO\senne\competition\data\train_labels\wxtm.tif,0.385
D:\ITMO\senne\competition\data\train_features\wazt,D:\ITMO\senne\competition\data\train_labels\wazt.tif,0.902
D:\ITMO\senne\competition\data\train_features\iyqh,D:\ITMO\senne\competition\data\train_labels\iyqh.tif,0.895
D:\ITMO\senne\competition\data\train_features\lbsz,D:\ITMO\senne\competition\data\train_labels\lbsz.tif,0.999
D:\ITMO\senne\competition\data\train_features\wkpq,D:\ITMO\senne\competition\data\train_labels\wkpq.tif,1.0
D:\ITMO\senne\competition\data\train_features\wukw,D:\ITMO\senne\competition\data\train_labels\wukw.tif,0.0
D:\ITMO\senne\competition\data\train_features\mplh,D:\ITMO\senne\competition\data\train_labels\mplh.tif,0.351
D:\ITMO\senne\competition\data\train_features\whbg,D:\ITMO\senne\competition\data\train_labels\whbg.tif,0.991
D:\ITMO\senne\competition\data\train_features\cpwo,D:\ITMO\senne\competition\data\train_labels\cpwo.tif,1.0
D:\ITMO\senne\competition\data\train_features\wxan,D:\ITMO\senne\competition\data\train_labels\wxan.tif,0.19
D:\ITMO\senne\competition\data\train_features\zdwi,D:\ITMO\senne\competition\data\train_labels\zdwi.tif,0.027
D:\ITMO\senne\competition\data\train_features\spgg,D:\ITMO\senne\competition\data\train_labels\spgg.tif,0.546
D:\ITMO\senne\competition\data\train_features\slee,D:\ITMO\senne\competition\data\train_labels\slee.tif,1.0
D:\ITMO\senne\competition\data\train_features\fnqf,D:\ITMO\senne\competition\data\train_labels\fnqf.tif,0.477
D:\ITMO\senne\competition\data\train_features\ngzh,D:\ITMO\senne\competition\data\train_labels\ngzh.tif,0.552
D:\ITMO\senne\competition\data\train_features\nngk,D:\ITMO\senne\competition\data\train_labels\nngk.tif,1.0
D:\ITMO\senne\competition\data\train_features\hzcr,D:\ITMO\senne\competition\data\train_labels\hzcr.tif,0.0
D:\ITMO\senne\competition\data\train_features\tfxr,D:\ITMO\senne\competition\data\train_labels\tfxr.tif,0.156
D:\ITMO\senne\competition\data\train_features\kvek,D:\ITMO\senne\competition\data\train_labels\kvek.tif,1.0
D:\ITMO\senne\competition\data\train_features\mzwr,D:\ITMO\senne\competition\data\train_labels\mzwr.tif,0.15
D:\ITMO\senne\competition\data\train_features\smio,D:\ITMO\senne\competition\data\train_labels\smio.tif,1.0
D:\ITMO\senne\competition\data\train_features\derr,D:\ITMO\senne\competition\data\train_labels\derr.tif,0.525
D:\ITMO\senne\competition\data\train_features\vcxx,D:\ITMO\senne\competition\data\train_labels\vcxx.tif,0.49
D:\ITMO\senne\competition\data\train_features\tfwi,D:\ITMO\senne\competition\data\train_labels\tfwi.tif,1.0
D:\ITMO\senne\competition\data\train_features\mpcb,D:\ITMO\senne\competition\data\train_labels\mpcb.tif,0.0
D:\ITMO\senne\competition\data\train_features\sjoo,D:\ITMO\senne\competition\data\train_labels\sjoo.tif,1.0
D:\ITMO\senne\competition\data\train_features\ewey,D:\ITMO\senne\competition\data\train_labels\ewey.tif,0.934
D:\ITMO\senne\competition\data\train_features\gpzh,D:\ITMO\senne\competition\data\train_labels\gpzh.tif,0.603
D:\ITMO\senne\competition\data\train_features\yumd,D:\ITMO\senne\competition\data\train_labels\yumd.tif,0.0
D:\ITMO\senne\competition\data\train_features\jxfk,D:\ITMO\senne\competition\data\train_labels\jxfk.tif,1.0
D:\ITMO\senne\competition\data\train_features\vwdn,D:\ITMO\senne\competition\data\train_labels\vwdn.tif,0.583
D:\ITMO\senne\competition\data\train_features\evxf,D:\ITMO\senne\competition\data\train_labels\evxf.tif,0.981
D:\ITMO\senne\competition\data\train_features\mwqc,D:\ITMO\senne\competition\data\train_labels\mwqc.tif,0.287
D:\ITMO\senne\competition\data\train_features\qyug,D:\ITMO\senne\competition\data\train_labels\qyug.tif,0.441
D:\ITMO\senne\competition\data\train_features\ylla,D:\ITMO\senne\competition\data\train_labels\ylla.tif,1.0
D:\ITMO\senne\competition\data\train_features\ctfs,D:\ITMO\senne\competition\data\train_labels\ctfs.tif,0.615
D:\ITMO\senne\competition\data\train_features\xbta,D:\ITMO\senne\competition\data\train_labels\xbta.tif,0.17
D:\ITMO\senne\competition\data\train_features\nlvl,D:\ITMO\senne\competition\data\train_labels\nlvl.tif,1.0
D:\ITMO\senne\competition\data\train_features\bufn,D:\ITMO\senne\competition\data\train_labels\bufn.tif,0.834
D:\ITMO\senne\competition\data\train_features\tgwl,D:\ITMO\senne\competition\data\train_labels\tgwl.tif,0.438
D:\ITMO\senne\competition\data\train_features\ldjc,D:\ITMO\senne\competition\data\train_labels\ldjc.tif,0.75
D:\ITMO\senne\competition\data\train_features\mzry,D:\ITMO\senne\competition\data\train_labels\mzry.tif,0.064
D:\ITMO\senne\competition\data\train_features\pckh,D:\ITMO\senne\competition\data\train_labels\pckh.tif,1.0
D:\ITMO\senne\competition\data\train_features\eyml,D:\ITMO\senne\competition\data\train_labels\eyml.tif,0.625
D:\ITMO\senne\competition\data\train_features\usek,D:\ITMO\senne\competition\data\train_labels\usek.tif,0.582
D:\ITMO\senne\competition\data\train_features\yzvn,D:\ITMO\senne\competition\data\train_labels\yzvn.tif,0.269
D:\ITMO\senne\competition\data\train_features\vfak,D:\ITMO\senne\competition\data\train_labels\vfak.tif,1.0
D:\ITMO\senne\competition\data\train_features\ezxq,D:\ITMO\senne\competition\data\train_labels\ezxq.tif,0.03
D:\ITMO\senne\competition\data\train_features\httk,D:\ITMO\senne\competition\data\train_labels\httk.tif,1.0
D:\ITMO\senne\competition\data\train_features\vqgq,D:\ITMO\senne\competition\data\train_labels\vqgq.tif,0.763
D:\ITMO\senne\competition\data\train_features\jxwo,D:\ITMO\senne\competition\data\train_labels\jxwo.tif,0.999
D:\ITMO\senne\competition\data\train_features\nlfd,D:\ITMO\senne\competition\data\train_labels\nlfd.tif,1.0
D:\ITMO\senne\competition\data\train_features\wcas,D:\ITMO\senne\competition\data\train_labels\wcas.tif,0.122
D:\ITMO\senne\competition\data\train_features\tizw,D:\ITMO\senne\competition\data\train_labels\tizw.tif,0.583
D:\ITMO\senne\competition\data\train_features\afuh,D:\ITMO\senne\competition\data\train_labels\afuh.tif,0.836
D:\ITMO\senne\competition\data\train_features\mwio,D:\ITMO\senne\competition\data\train_labels\mwio.tif,0.113
D:\ITMO\senne\competition\data\train_features\jybj,D:\ITMO\senne\competition\data\train_labels\jybj.tif,0.998
D:\ITMO\senne\competition\data\train_features\cjtf,D:\ITMO\senne\competition\data\train_labels\cjtf.tif,0.826
D:\ITMO\senne\competition\data\train_features\yhio,D:\ITMO\senne\competition\data\train_labels\yhio.tif,1.0
D:\ITMO\senne\competition\data\train_features\hyqb,D:\ITMO\senne\competition\data\train_labels\hyqb.tif,0.0
D:\ITMO\senne\competition\data\train_features\xsjs,D:\ITMO\senne\competition\data\train_labels\xsjs.tif,1.0
D:\ITMO\senne\competition\data\train_features\exgw,D:\ITMO\senne\competition\data\train_labels\exgw.tif,0.13
D:\ITMO\senne\competition\data\train_features\ybmh,D:\ITMO\senne\competition\data\train_labels\ybmh.tif,1.0
D:\ITMO\senne\competition\data\train_features\aipa,D:\ITMO\senne\competition\data\train_labels\aipa.tif,0.516
D:\ITMO\senne\competition\data\train_features\xzfp,D:\ITMO\senne\competition\data\train_labels\xzfp.tif,1.0
D:\ITMO\senne\competition\data\train_features\vedm,D:\ITMO\senne\competition\data\train_labels\vedm.tif,0.657
D:\ITMO\senne\competition\data\train_features\ocak,D:\ITMO\senne\competition\data\train_labels\ocak.tif,0.328
D:\ITMO\senne\competition\data\train_features\ceek,D:\ITMO\senne\competition\data\train_labels\ceek.tif,0.86
D:\ITMO\senne\competition\data\train_features\yhar,D:\ITMO\senne\competition\data\train_labels\yhar.tif,0.999
D:\ITMO\senne\competition\data\train_features\xksv,D:\ITMO\senne\competition\data\train_labels\xksv.tif,1.0
D:\ITMO\senne\competition\data\train_features\ynyx,D:\ITMO\senne\competition\data\train_labels\ynyx.tif,0.984
D:\ITMO\senne\competition\data\train_features\svai,D:\ITMO\senne\competition\data\train_labels\svai.tif,0.556
D:\ITMO\senne\competition\data\train_features\hyfc,D:\ITMO\senne\competition\data\train_labels\hyfc.tif,0.0
D:\ITMO\senne\competition\data\train_features\srif,D:\ITMO\senne\competition\data\train_labels\srif.tif,0.969
D:\ITMO\senne\competition\data\train_features\ctfw,D:\ITMO\senne\competition\data\train_labels\ctfw.tif,0.593
D:\ITMO\senne\competition\data\train_features\wzgh,D:\ITMO\senne\competition\data\train_labels\wzgh.tif,0.556
D:\ITMO\senne\competition\data\train_features\atup,D:\ITMO\senne\competition\data\train_labels\atup.tif,0.73
D:\ITMO\senne\competition\data\train_features\qpic,D:\ITMO\senne\competition\data\train_labels\qpic.tif,0.41
D:\ITMO\senne\competition\data\train_features\lnue,D:\ITMO\senne\competition\data\train_labels\lnue.tif,0.884
D:\ITMO\senne\competition\data\train_features\nzng,D:\ITMO\senne\competition\data\train_labels\nzng.tif,0.0
D:\ITMO\senne\competition\data\train_features\utew,D:\ITMO\senne\competition\data\train_labels\utew.tif,1.0
D:\ITMO\senne\competition\data\train_features\xmtu,D:\ITMO\senne\competition\data\train_labels\xmtu.tif,0.854
D:\ITMO\senne\competition\data\train_features\lrre,D:\ITMO\senne\competition\data\train_labels\lrre.tif,0.487
D:\ITMO\senne\competition\data\train_features\pkee,D:\ITMO\senne\competition\data\train_labels\pkee.tif,0.919
D:\ITMO\senne\competition\data\train_features\rqui,D:\ITMO\senne\competition\data\train_labels\rqui.tif,1.0
D:\ITMO\senne\competition\data\train_features\hznl,D:\ITMO\senne\competition\data\train_labels\hznl.tif,0.002
D:\ITMO\senne\competition\data\train_features\lwgh,D:\ITMO\senne\competition\data\train_labels\lwgh.tif,0.999
D:\ITMO\senne\competition\data\train_features\yfsi,D:\ITMO\senne\competition\data\train_labels\yfsi.tif,1.0
D:\ITMO\senne\competition\data\train_features\nkza,D:\ITMO\senne\competition\data\train_labels\nkza.tif,0.0
D:\ITMO\senne\competition\data\train_features\ijcf,D:\ITMO\senne\competition\data\train_labels\ijcf.tif,1.0
D:\ITMO\senne\competition\data\train_features\ewna,D:\ITMO\senne\competition\data\train_labels\ewna.tif,0.995
D:\ITMO\senne\competition\data\train_features\srfs,D:\ITMO\senne\competition\data\train_labels\srfs.tif,0.526
D:\ITMO\senne\competition\data\train_features\jwvu,D:\ITMO\senne\competition\data\train_labels\jwvu.tif,0.995
D:\ITMO\senne\competition\data\train_features\aluz,D:\ITMO\senne\competition\data\train_labels\aluz.tif,0.992
D:\ITMO\senne\competition\data\train_features\hzrh,D:\ITMO\senne\competition\data\train_labels\hzrh.tif,1.0
D:\ITMO\senne\competition\data\train_features\qrme,D:\ITMO\senne\competition\data\train_labels\qrme.tif,0.332
